id,type_bien,titre,ville,region,surface_m2,nb_pieces,loyer_mensuel_eur,adresse,prix_m2,lat,lon
studio_dijon_p16_12,studio,1 chambre appartement de 20m²,dijon,Bourgogne-Franche-Comté,20.0,1,420.0,"Dijon, Côte-d'Or, France",21.0,47.317743,5.037793
studio_dijon_p16_14,studio,1 chambre appartement de 16m²,dijon,Bourgogne-Franche-Comté,16.0,1,550.0,"7 Place de la Republique, 21000 Dijon, France",34.4,47.327205,5.044305
studio_dijon_p16_16,studio,1 chambre appartement de 16m²,dijon,Bourgogne-Franche-Comté,16.0,1,451.0,"7 Place de la Republique, 21000 Dijon, France",28.2,47.327205,5.044305
studio_dijon_p16_17,studio,1 chambre appartement de 20m²,dijon,Bourgogne-Franche-Comté,20.0,1,402.0,"Dijon, Côte-d'Or, France",20.1,47.317743,5.037793
studio_dijon_p16_19,studio,1 chambre appartement de 24m²,dijon,Bourgogne-Franche-Comté,24.0,1,484.0,"Dijon, Côte-d'Or, France",20.2,47.317743,5.037793
studio_dijon_p16_20,studio,1 chambre appartement de 18m²,dijon,Bourgogne-Franche-Comté,18.0,1,425.0,"Dijon, Côte-d'Or, France",23.6,47.317743,5.037793
studio_dijon_p16_21,studio,1 chambre appartement de 22m²,dijon,Bourgogne-Franche-Comté,22.0,1,525.0,"24 Cours Fleury, 21000 Dijon, France",23.9,47.328146,5.042557
studio_dijon_p17_1,studio,1 chambre appartement de 22m²,dijon,Bourgogne-Franche-Comté,22.0,1,500.0,"Dijon, Côte-d'Or, France",22.7,47.317743,5.037793
studio_dijon_p17_2,studio,1 chambre appartement de 18m²,dijon,Bourgogne-Franche-Comté,18.0,1,442.0,"7 Place de la Republique, 21000 Dijon, France",24.6,47.327205,5.044305
studio_dijon_p17_3,studio,1 chambre appartement de 19m²,dijon,Bourgogne-Franche-Comté,19.0,1,400.0,"Dijon, Côte-d'Or, France",21.1,47.317743,5.037793
studio_dijon_p17_4,studio,1 chambre appartement de 17m²,dijon,Bourgogne-Franche-Comté,17.0,1,420.0,"Dijon, Côte-d'Or, France",24.7,47.317743,5.037793
studio_dijon_p17_5,studio,1 chambre appartement de 16m²,dijon,Bourgogne-Franche-Comté,16.0,1,460.0,"Dijon, Côte-d'Or, France",28.8,47.317743,5.037793
studio_dijon_p17_6,studio,1 chambre appartement de 18m²,dijon,Bourgogne-Franche-Comté,18.0,1,502.0,"7 Place de la Republique, 21000 Dijon, France",27.9,47.327205,5.044305
studio_dijon_p17_7,studio,1 chambre appartement de 27m²,dijon,Bourgogne-Franche-Comté,27.0,1,762.0,"7 Place de la Republique, 21000 Dijon, France",28.2,47.327205,5.044305
studio_dijon_p17_8,studio,1 chambre appartement de 21m²,dijon,Bourgogne-Franche-Comté,21.0,1,602.0,"7 Place de la Republique, 21000 Dijon, France",28.7,47.327205,5.044305
studio_dijon_p17_9,studio,1 chambre appartement de 22m²,dijon,Bourgogne-Franche-Comté,22.0,1,464.0,"Dijon, Côte-d'Or, France",21.1,47.317743,5.037793
studio_dijon_p17_10,studio,1 chambre appartement de 25m²,dijon,Bourgogne-Franche-Comté,25.0,1,565.0,"11 Rue Petitot, 21000 Dijon, France",22.6,47.330281,5.038833
studio_dijon_p17_11,studio,1 chambre appartement de 17m²,dijon,Bourgogne-Franche-Comté,17.0,1,402.0,"21000 Dijon, France",23.6,47.322944,5.037888
studio_dijon_p17_12,studio,1 chambre appartement de 14m²,dijon,Bourgogne-Franche-Comté,14.0,1,550.0,"7 Place de la Republique, 21000 Dijon, France",39.3,47.327205,5.044305
studio_dijon_p17_14,studio,1 chambre appartement de 28m²,dijon,Bourgogne-Franche-Comté,28.0,1,591.0,"7 Place de la Republique, 21000 Dijon, France",21.1,47.327205,5.044305
studio_dijon_p17_15,studio,1 chambre appartement de 15m²,dijon,Bourgogne-Franche-Comté,15.0,1,421.0,"7 Place de la Republique, 21000 Dijon, France",28.1,47.327205,5.044305
studio_dijon_p17_16,studio,1 chambre appartement de 18m²,dijon,Bourgogne-Franche-Comté,18.0,1,400.0,"7 Place de la Republique, 21000 Dijon, France",22.2,47.327205,5.044305
studio_dijon_p17_17,studio,1 chambre appartement de 33m²,dijon,Bourgogne-Franche-Comté,33.0,1,585.0,"21000 Dijon, France",17.7,47.322944,5.037888
studio_dijon_p17_18,studio,1 chambre appartement de 31m²,dijon,Bourgogne-Franche-Comté,31.0,1,477.0,"22 Rue de la Charmette, 21000 Dijon, France",15.4,47.342584,5.041854
studio_dijon_p17_19,studio,1 chambre appartement de 24m²,dijon,Bourgogne-Franche-Comté,24.0,1,432.0,"Dijon, Côte-d'Or, France",18.0,47.317743,5.037793
studio_dijon_p17_21,studio,1 chambre appartement de 18m²,dijon,Bourgogne-Franche-Comté,18.0,1,501.0,"7 Place de la Republique, 21000 Dijon, France",27.8,47.327205,5.044305
studio_dijon_p18_1,studio,1 chambre appartement de 14m²,dijon,Bourgogne-Franche-Comté,14.0,1,551.0,"7 Place de la Republique, 21000 Dijon, France",39.4,47.327205,5.044305
studio_dijon_p18_4,studio,1 chambre appartement de 21m²,dijon,Bourgogne-Franche-Comté,21.0,1,495.0,"21000 Dijon, France",23.6,47.322944,5.037888
studio_dijon_p18_5,studio,1 chambre appartement de 20m²,dijon,Bourgogne-Franche-Comté,20.0,1,550.0,"21000 Dijon, France",27.5,47.322944,5.037888
studio_dijon_p18_6,studio,1 chambre appartement de 24m²,dijon,Bourgogne-Franche-Comté,24.0,1,500.0,"Dijon, Côte-d'Or, France",20.8,47.317743,5.037793
studio_dijon_p18_7,studio,1 chambre appartement de 29m²,dijon,Bourgogne-Franche-Comté,29.0,1,441.0,"Dijon, Côte-d'Or, France",15.2,47.317743,5.037793
studio_dijon_p18_8,studio,1 chambre appartement de 21m²,dijon,Bourgogne-Franche-Comté,21.0,1,375.0,"7 Place de la Republique, 21000 Dijon, France",17.9,47.327205,5.044305
studio_dijon_p18_9,studio,1 chambre appartement de 53m²,dijon,Bourgogne-Franche-Comté,53.0,1,840.0,"Dijon, Côte-d'Or, France",15.8,47.317743,5.037793
studio_dijon_p18_10,studio,1 chambre appartement de 23m²,dijon,Bourgogne-Franche-Comté,23.0,1,450.0,"Dijon, Côte-d'Or, France",19.6,47.317743,5.037793
studio_dijon_p18_11,studio,1 chambre appartement de 20m²,dijon,Bourgogne-Franche-Comté,20.0,1,480.0,"Dijon, Côte-d'Or, France",24.0,47.317743,5.037793
appartement_etudiant_dijon_p1_1,appartement_etudiant,2 chambres appartement de 30m²,dijon,Bourgogne-Franche-Comté,30.0,2,390.0,"Castel, Rue des Normaliens Fusillés et leur Camarade, 21000 Dijon, France",13.0,47.310607,5.036631
appartement_etudiant_dijon_p1_2,appartement_etudiant,2 chambres appartement de 40m²,dijon,Bourgogne-Franche-Comté,40.0,2,550.0,"Dijon, Côte-d'Or, France",13.8,47.317743,5.037793
appartement_etudiant_dijon_p1_3,appartement_etudiant,3 chambres appartement de 55m²,dijon,Bourgogne-Franche-Comté,55.0,3,567.0,"Dijon, Côte-d'Or, France",10.3,47.317743,5.037793
appartement_etudiant_dijon_p1_4,appartement_etudiant,2 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,2,522.0,"Dijon, Côte-d'Or, France",11.6,47.317743,5.037793
appartement_etudiant_dijon_p1_7,appartement_etudiant,2 chambres appartement de 40m²,dijon,Bourgogne-Franche-Comté,40.0,2,542.0,"Dijon, Côte-d'Or, France",13.6,47.317743,5.037793
appartement_etudiant_dijon_p1_9,appartement_etudiant,2 chambres appartement de 43m²,dijon,Bourgogne-Franche-Comté,43.0,2,650.0,"77 Avenue du Drapeau, 21000 Dijon, France",15.1,47.337291,5.04417
appartement_etudiant_dijon_p1_11,appartement_etudiant,3 chambres appartement de 54m²,dijon,Bourgogne-Franche-Comté,54.0,3,675.0,"Dijon, Côte-d'Or, France",12.5,47.317743,5.037793
appartement_etudiant_dijon_p1_12,appartement_etudiant,2 chambres appartement de 44m²,dijon,Bourgogne-Franche-Comté,44.0,2,630.0,"Dijon, Côte-d'Or, France",14.3,47.317743,5.037793
appartement_etudiant_dijon_p1_14,appartement_etudiant,3 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,3,540.0,"Dijon, Côte-d'Or, France",12.0,47.317743,5.037793
appartement_etudiant_dijon_p1_17,appartement_etudiant,2 chambres appartement de 38m²,dijon,Bourgogne-Franche-Comté,38.0,2,605.0,"Dijon, Côte-d'Or, France",15.9,47.317743,5.037793
appartement_etudiant_dijon_p1_20,appartement_etudiant,2 chambres appartement de 38m²,dijon,Bourgogne-Franche-Comté,38.0,2,575.0,"87 Avenue Jean Jaures, 21000 Dijon, France",15.1,47.309911,5.026142
appartement_etudiant_dijon_p1_21,appartement_etudiant,3 chambres appartement de 55m²,dijon,Bourgogne-Franche-Comté,55.0,3,695.0,"88 Rue Vannerie, 21000 Dijon, France",12.6,47.32183,5.045165
appartement_etudiant_dijon_p2_1,appartement_etudiant,3 chambres appartement de 51m²,dijon,Bourgogne-Franche-Comté,51.0,3,631.0,"Dijon, Côte-d'Or, France",12.4,47.317743,5.037793
appartement_etudiant_dijon_p2_3,appartement_etudiant,2 chambres appartement de 34m²,dijon,Bourgogne-Franche-Comté,34.0,2,501.0,"Dijon, Côte-d'Or, France",14.7,47.317743,5.037793
appartement_etudiant_dijon_p2_5,appartement_etudiant,2 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,2,620.0,"Dijon, Côte-d'Or, France",13.8,47.317743,5.037793
appartement_etudiant_dijon_p2_7,appartement_etudiant,2 chambres appartement de 26m²,dijon,Bourgogne-Franche-Comté,26.0,2,457.0,"Dijon, Côte-d'Or, France",17.6,47.317743,5.037793
appartement_etudiant_dijon_p2_11,appartement_etudiant,2 chambres appartement de 33m²,dijon,Bourgogne-Franche-Comté,33.0,2,635.0,"Dijon, Côte-d'Or, France",19.2,47.317743,5.037793
appartement_etudiant_dijon_p2_12,appartement_etudiant,2 chambres appartement de 25m²,dijon,Bourgogne-Franche-Comté,25.0,2,475.0,"Dijon, Côte-d'Or, France",19.0,47.317743,5.037793
appartement_etudiant_dijon_p2_14,appartement_etudiant,2 chambres appartement de 42m²,dijon,Bourgogne-Franche-Comté,42.0,2,525.0,"Dijon, Côte-d'Or, France",12.5,47.317743,5.037793
appartement_etudiant_dijon_p2_18,appartement_etudiant,5 chambres appartement de 12m²,dijon,Bourgogne-Franche-Comté,12.0,5,380.0,"Dijon, Côte-d'Or, France",31.7,47.317743,5.037793
appartement_etudiant_dijon_p2_20,appartement_etudiant,3 chambres appartement de 55m²,dijon,Bourgogne-Franche-Comté,55.0,3,620.0,"40 Rue Paul Thenard, 21000 Dijon, France",11.3,47.328259,5.025205
appartement_etudiant_dijon_p3_2,appartement_etudiant,2 chambres appartement de 49m²,dijon,Bourgogne-Franche-Comté,49.0,2,650.0,"Dijon, Côte-d'Or, France",13.3,47.317743,5.037793
appartement_etudiant_dijon_p3_3,appartement_etudiant,3 chambres appartement de 50m²,dijon,Bourgogne-Franche-Comté,50.0,3,625.0,"159 Avenue Jean Jaurès, 21000 Dijon, France",12.5,47.302601,5.022063
appartement_etudiant_dijon_p3_10,appartement_etudiant,2 chambres appartement de 22m²,dijon,Bourgogne-Franche-Comté,22.0,2,520.0,"21000 Dijon, France",23.6,47.322944,5.037888
appartement_etudiant_dijon_p3_11,appartement_etudiant,2 chambres appartement de 43m²,dijon,Bourgogne-Franche-Comté,43.0,2,660.0,"87 Avenue Jean Jaures, 21000 Dijon, France",15.3,47.309911,5.026142
appartement_etudiant_dijon_p3_14,appartement_etudiant,2 chambres appartement de 44m²,dijon,Bourgogne-Franche-Comté,44.0,2,580.0,"Dijon, Côte-d'Or, France",13.2,47.317743,5.037793
appartement_etudiant_dijon_p4_4,appartement_etudiant,2 chambres appartement de 21m²,dijon,Bourgogne-Franche-Comté,21.0,2,445.0,"Dijon, Côte-d'Or, France",21.2,47.317743,5.037793
appartement_etudiant_dijon_p4_10,appartement_etudiant,2 chambres appartement de 44m²,dijon,Bourgogne-Franche-Comté,44.0,2,700.0,"12 Rue Andre Colomban, 21000 Dijon, France",15.9,47.31676,5.049402
appartement_etudiant_dijon_p4_15,appartement_etudiant,2 chambres appartement de 38m²,dijon,Bourgogne-Franche-Comté,38.0,2,680.0,"8 Boulevard de Brosses, 21000 Dijon, France",17.9,47.325059,5.037633
appartement_etudiant_dijon_p5_9,appartement_etudiant,2 chambres appartement de 48m²,dijon,Bourgogne-Franche-Comté,48.0,2,610.0,"Dijon, Côte-d'Or, France",12.7,47.317743,5.037793
appartement_etudiant_dijon_p6_19,appartement_etudiant,2 chambres appartement de 36m²,dijon,Bourgogne-Franche-Comté,36.0,2,560.0,"Dijon, Côte-d'Or, France",15.6,47.317743,5.037793
appartement_etudiant_dijon_p7_1,appartement_etudiant,2 chambres appartement de 49m²,dijon,Bourgogne-Franche-Comté,49.0,2,697.0,"34 Rue Piron, 21000 Dijon, France",14.2,47.320364,5.038434
appartement_etudiant_dijon_p7_20,appartement_etudiant,2 chambres appartement de 53m²,dijon,Bourgogne-Franche-Comté,53.0,2,655.0,"12 Rue François Rude, 21000 Dijon, France",12.4,47.322728,5.039311
appartement_etudiant_dijon_p8_5,appartement_etudiant,5 chambres appartement de 9m²,dijon,Bourgogne-Franche-Comté,9.0,5,399.0,"21000 Dijon, France",44.3,47.322944,5.037888
appartement_etudiant_dijon_p8_18,appartement_etudiant,2 chambres appartement de 27m²,dijon,Bourgogne-Franche-Comté,27.0,2,489.0,"Dijon, Côte-d'Or, France",18.1,47.317743,5.037793
appartement_etudiant_dijon_p9_5,appartement_etudiant,3 chambres appartement de 81m²,dijon,Bourgogne-Franche-Comté,81.0,3,654.0,"34A Rue Henri Becquerel, 21000 Dijon, France",8.1,47.335511,5.058974
appartement_etudiant_dijon_p9_6,appartement_etudiant,2 chambres appartement de 37m²,dijon,Bourgogne-Franche-Comté,37.0,2,576.0,"10 Rue du Chateau, 21000 Dijon, France",15.6,47.323033,5.037217
appartement_etudiant_dijon_p9_18,appartement_etudiant,2 chambres appartement de 37m²,dijon,Bourgogne-Franche-Comté,37.0,2,660.0,"21000 Dijon, France",17.8,47.322944,5.037888
appartement_etudiant_dijon_p9_20,appartement_etudiant,2 chambres appartement de 43m²,dijon,Bourgogne-Franche-Comté,43.0,2,700.0,"10 Rue du Chateau, 21000 Dijon, France",16.3,47.323033,5.037217
appartement_etudiant_dijon_p9_21,appartement_etudiant,2 chambres appartement de 29m²,dijon,Bourgogne-Franche-Comté,29.0,2,510.0,"Dijon, Côte-d'Or, France",17.6,47.317743,5.037793
appartement_etudiant_dijon_p10_6,appartement_etudiant,2 chambres appartement de 32m²,dijon,Bourgogne-Franche-Comté,32.0,2,561.0,"21000 Dijon, France",17.5,47.322944,5.037888
appartement_etudiant_dijon_p10_9,appartement_etudiant,2 chambres appartement de 46m²,dijon,Bourgogne-Franche-Comté,46.0,2,595.0,"Dijon, Côte-d'Or, France",12.9,47.317743,5.037793
appartement_etudiant_dijon_p10_18,appartement_etudiant,2 chambres appartement de 40m²,dijon,Bourgogne-Franche-Comté,40.0,2,650.0,"Dijon, Côte-d'Or, France",16.2,47.317743,5.037793
appartement_etudiant_dijon_p11_6,appartement_etudiant,2 chambres appartement de 50m²,dijon,Bourgogne-Franche-Comté,50.0,2,700.0,"21000 Dijon, France",14.0,47.322944,5.037888
appartement_etudiant_dijon_p11_11,appartement_etudiant,3 chambres appartement de 66m²,dijon,Bourgogne-Franche-Comté,66.0,3,649.0,"15 Rue de Léonard de Vinci, 21000 Dijon, France",9.8,47.303669,5.011264
appartement_etudiant_dijon_p11_13,appartement_etudiant,2 chambres appartement de 41m²,dijon,Bourgogne-Franche-Comté,41.0,2,540.0,"Dijon, Côte-d'Or, France",13.2,47.317743,5.037793
appartement_etudiant_dijon_p12_1,appartement_etudiant,2 chambres appartement de 30m²,dijon,Bourgogne-Franche-Comté,30.0,2,600.0,"Dijon, Côte-d'Or, France",20.0,47.317743,5.037793
appartement_etudiant_dijon_p12_3,appartement_etudiant,2 chambres appartement de 37m²,dijon,Bourgogne-Franche-Comté,37.0,2,680.0,"21000 Dijon, France",18.4,47.322944,5.037888
appartement_etudiant_dijon_p12_6,appartement_etudiant,2 chambres appartement de 42m²,dijon,Bourgogne-Franche-Comté,42.0,2,671.0,"Dijon, Côte-d'Or, France",16.0,47.317743,5.037793
appartement_etudiant_dijon_p12_18,appartement_etudiant,2 chambres appartement de 31m²,dijon,Bourgogne-Franche-Comté,31.0,2,505.0,"21000 Dijon, France",16.3,47.322944,5.037888
appartement_etudiant_dijon_p12_20,appartement_etudiant,2 chambres appartement de 30m²,dijon,Bourgogne-Franche-Comté,30.0,2,550.0,"21000 Dijon, France",18.3,47.322944,5.037888
appartement_etudiant_dijon_p13_2,appartement_etudiant,2 chambres appartement de 36m²,dijon,Bourgogne-Franche-Comté,36.0,2,690.0,"21000 Dijon, France",19.2,47.322944,5.037888
appartement_etudiant_dijon_p13_3,appartement_etudiant,2 chambres appartement de 40m²,dijon,Bourgogne-Franche-Comté,40.0,2,575.0,"21000 Dijon, France",14.4,47.322944,5.037888
appartement_etudiant_dijon_p13_6,appartement_etudiant,2 chambres appartement de 44m²,dijon,Bourgogne-Franche-Comté,44.0,2,640.0,"10 Rue du Chateau, 21000 Dijon, France",14.5,47.323033,5.037217
appartement_etudiant_dijon_p13_7,appartement_etudiant,2 chambres appartement de 22m²,dijon,Bourgogne-Franche-Comté,22.0,2,391.0,"21000 Dijon, France",17.8,47.322944,5.037888
appartement_etudiant_dijon_p13_8,appartement_etudiant,2 chambres appartement de 28m²,dijon,Bourgogne-Franche-Comté,28.0,2,472.0,"21000 Dijon, France",16.9,47.322944,5.037888
appartement_etudiant_dijon_p14_8,appartement_etudiant,2 chambres appartement de 36m²,dijon,Bourgogne-Franche-Comté,36.0,2,600.0,"21000 Dijon, France",16.7,47.322944,5.037888
appartement_etudiant_dijon_p14_15,appartement_etudiant,2 chambres appartement de 35m²,dijon,Bourgogne-Franche-Comté,35.0,2,651.0,"21000 Dijon, France",18.6,47.322944,5.037888
appartement_etudiant_dijon_p15_1,appartement_etudiant,2 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,2,590.0,"21000 Dijon, France",13.1,47.322944,5.037888
appartement_etudiant_dijon_p15_4,appartement_etudiant,2 chambres appartement de 34m²,dijon,Bourgogne-Franche-Comté,34.0,2,570.0,"15 Rue Courtepée, 21000 Dijon, France",16.8,47.327895,5.039207
appartement_etudiant_dijon_p15_5,appartement_etudiant,2 chambres appartement de 42m²,dijon,Bourgogne-Franche-Comté,42.0,2,650.0,"21 Avenue Franklin Delano Roosevelt, 21000 Dijon, France",15.5,47.348848,5.055731
appartement_etudiant_dijon_p15_7,appartement_etudiant,2 chambres appartement de 18m²,dijon,Bourgogne-Franche-Comté,18.0,2,343.0,"Dijon, Côte-d'Or, France",19.1,47.317743,5.037793
appartement_etudiant_dijon_p15_10,appartement_etudiant,3 chambres appartement de 57m²,dijon,Bourgogne-Franche-Comté,57.0,3,700.0,"27 Avenue Garibaldi, 21000 Dijon, France",12.3,47.32816,5.043745
appartement_etudiant_dijon_p15_16,appartement_etudiant,1 chambre appartement de 21m²,dijon,Bourgogne-Franche-Comté,21.0,1,520.0,"21000 Dijon, France",24.8,47.322944,5.037888
appartement_etudiant_dijon_p15_20,appartement_etudiant,2 chambres appartement de 27m²,dijon,Bourgogne-Franche-Comté,27.0,2,450.0,"30 Rue Sainte-Anne, 21000 Dijon, France",16.7,47.317856,5.037512
appartement_etudiant_dijon_p16_4,appartement_etudiant,2 chambres appartement de 40m²,dijon,Bourgogne-Franche-Comté,40.0,2,535.0,"19 Rue Gagnereaux, 21000 Dijon, France",13.4,47.328956,5.040236
appartement_etudiant_dijon_p16_5,appartement_etudiant,2 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,2,660.0,"2 Avenue Kellermann, 21000 Dijon, France",14.7,47.350572,5.046364
appartement_etudiant_dijon_p16_16,appartement_etudiant,2 chambres appartement de 39m²,dijon,Bourgogne-Franche-Comté,39.0,2,537.0,"7 Place de la Republique, 21000 Dijon, France",13.8,47.327205,5.044305
appartement_etudiant_dijon_p17_2,appartement_etudiant,2 chambres appartement de 37m²,dijon,Bourgogne-Franche-Comté,37.0,2,570.0,"21000 Dijon, France",15.4,47.322944,5.037888
appartement_etudiant_dijon_p17_3,appartement_etudiant,2 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,2,642.0,"Dijon, Côte-d'Or, France",14.3,47.317743,5.037793
appartement_etudiant_dijon_p17_6,appartement_etudiant,2 chambres appartement de 26m²,dijon,Bourgogne-Franche-Comté,26.0,2,680.0,"21000 Dijon, France",26.2,47.322944,5.037888
appartement_etudiant_dijon_p17_7,appartement_etudiant,2 chambres appartement de 22m²,dijon,Bourgogne-Franche-Comté,22.0,2,390.0,"21000 Dijon, France",17.7,47.322944,5.037888
appartement_etudiant_dijon_p17_9,appartement_etudiant,2 chambres appartement de 32m²,dijon,Bourgogne-Franche-Comté,32.0,2,562.0,"7 Place de la Republique, 21000 Dijon, France",17.6,47.327205,5.044305
appartement_etudiant_dijon_p17_10,appartement_etudiant,2 chambres appartement de 45m²,dijon,Bourgogne-Franche-Comté,45.0,2,589.0,"7 Place de la Republique, 21000 Dijon, France",13.1,47.327205,5.044305
appartement_etudiant_dijon_p17_13,appartement_etudiant,2 chambres appartement de 36m²,dijon,Bourgogne-Franche-Comté,36.0,2,692.0,"7 Place de la Republique, 21000 Dijon, France",19.2,47.327205,5.044305
appartement_etudiant_dijon_p17_16,appartement_etudiant,2 chambres appartement de 41m²,dijon,Bourgogne-Franche-Comté,41.0,2,570.0,"7 Place de la Republique, 21000 Dijon, France",13.9,47.327205,5.044305
appartement_etudiant_dijon_p18_7,appartement_etudiant,2 chambres appartement de 42m²,dijon,Bourgogne-Franche-Comté,42.0,2,664.0,"Dijon, Côte-d'Or, France",15.8,47.317743,5.037793
appartement_etudiant_dijon_p18_9,appartement_etudiant,2 chambres appartement de 32m²,dijon,Bourgogne-Franche-Comté,32.0,2,560.0,"7 Place de la Republique, 21000 Dijon, France",17.5,47.327205,5.044305
appartement_etudiant_dijon_p18_14,appartement_etudiant,2 chambres appartement de 37m²,dijon,Bourgogne-Franche-Comté,37.0,2,662.0,"21000 Dijon, France",17.9,47.322944,5.037888
appartement_etudiant_dijon_p18_15,appartement_etudiant,2 chambres appartement de 35m²,dijon,Bourgogne-Franche-Comté,35.0,2,650.0,"21000 Dijon, France",18.6,47.322944,5.037888
appartement_etudiant_dijon_p18_18,appartement_etudiant,3 chambres appartement de 43m²,dijon,Bourgogne-Franche-Comté,43.0,3,600.0,"7 Place de la Republique, 21000 Dijon, France",14.0,47.327205,5.044305
appartement_etudiant_dijon_p19_6,appartement_etudiant,2 chambres appartement de 40m²,dijon,Bourgogne-Franche-Comté,40.0,2,577.0,"21000 Dijon, France",14.4,47.322944,5.037888
appartement_etudiant_dijon_p19_7,appartement_etudiant,2 chambres appartement de 41m²,dijon,Bourgogne-Franche-Comté,41.0,2,571.0,"7 Place de la Republique, 21000 Dijon, France",13.9,47.327205,5.044305
appartement_etudiant_dijon_p19_8,appartement_etudiant,2 chambres appartement de 26m²,dijon,Bourgogne-Franche-Comté,26.0,2,682.0,"7 Place de la Republique, 21000 Dijon, France",26.2,47.327205,5.044305
appartement_etudiant_dijon_p19_14,appartement_etudiant,3 chambres appartement de 59m²,dijon,Bourgogne-Franche-Comté,59.0,3,699.0,"21000 Dijon, France",11.8,47.322944,5.037888
appartement_etudiant_dijon_p19_19,appartement_etudiant,2 chambres appartement de 33m²,dijon,Bourgogne-Franche-Comté,33.0,2,560.0,"24 ter Rue de Bellevue, 21000 Dijon, France",17.0,47.324313,5.020973
appartement_etudiant_dijon_p20_1,appartement_etudiant,2 chambres appartement de 38m²,dijon,Bourgogne-Franche-Comté,38.0,2,530.0,"Dijon, Côte-d'Or, France",13.9,47.317743,5.037793
maison_nevers_p1_1,maison,2 chambres maison de 58m²,nevers,Bourgogne-Franche-Comté,58.0,2,485.0,"58320 Pougues-les-Eaux, France",8.4,47.088812,3.106754
maison_nevers_p1_2,maison,3 chambres maison de 62m²,nevers,Bourgogne-Franche-Comté,62.0,3,720.0,"58000 Nevers, France",11.6,,
maison_nevers_p1_3,maison,1 chambre maison de 74m²,nevers,Bourgogne-Franche-Comté,74.0,1,860.0,"58000 Nevers, France",11.6,,
appartement_nevers_p1_1,appartement,2 chambres appartement de 30m²,nevers,Bourgogne-Franche-Comté,30.0,2,485.0,"34 Rue Saint Etienne, 58000 Nevers, France",16.2,46.991347,3.163508
appartement_nevers_p1_2,appartement,2 chambres appartement de 33m²,nevers,Bourgogne-Franche-Comté,33.0,2,490.0,"34 Rue Saint Etienne, 58000 Nevers, France",14.8,46.991347,3.163508
appartement_nevers_p1_3,appartement,3 chambres appartement de 57m²,nevers,Bourgogne-Franche-Comté,57.0,3,520.0,"34 Rue Saint Etienne, 58000 Nevers, France",9.1,46.991347,3.163508
appartement_nevers_p1_4,appartement,2 chambres appartement de 44m²,nevers,Bourgogne-Franche-Comté,44.0,2,445.0,"58000 Nevers, France",10.1,,
appartement_nevers_p1_5,appartement,1 chambre appartement de 72m²,nevers,Bourgogne-Franche-Comté,72.0,1,515.0,"58000 Nevers, France",7.2,,
appartement_nevers_p1_6,appartement,1 chambre appartement de 40m²,nevers,Bourgogne-Franche-Comté,40.0,1,428.0,"58000 Nevers, France",10.7,,
appartement_nevers_p1_7,appartement,3 chambres appartement de 57m²,nevers,Bourgogne-Franche-Comté,57.0,3,501.0,"14 Rue de Rémigny, 58000 Nevers, France",8.8,46.991033,3.159963
appartement_nevers_p1_8,appartement,3 chambres appartement de 60m²,nevers,Bourgogne-Franche-Comté,60.0,3,770.0,"34 Rue Saint Etienne, 58000 Nevers, France",12.8,46.991347,3.163508
appartement_nevers_p1_9,appartement,4 chambres appartement de 89m²,nevers,Bourgogne-Franche-Comté,89.0,4,870.0,"7 Avenue Saint Just, 58000 Nevers, France",9.8,,
appartement_nevers_p1_10,appartement,1 chambre appartement de 59m²,nevers,Bourgogne-Franche-Comté,59.0,1,415.0,"58000 Nevers, France",7.0,,
appartement_nevers_p1_11,appartement,2 chambres appartement de 35m²,nevers,Bourgogne-Franche-Comté,35.0,2,550.0,"58000 Nevers, France",15.7,,
appartement_nevers_p1_12,appartement,1 chambre appartement de 41m²,nevers,Bourgogne-Franche-Comté,41.0,1,480.0,"58000 Nevers, France",11.7,,
appartement_nevers_p1_13,appartement,1 chambre appartement de 35m²,nevers,Bourgogne-Franche-Comté,35.0,1,411.0,"58000 Nevers, France",11.7,,
appartement_nevers_p1_15,appartement,1 chambre appartement de 30m²,nevers,Bourgogne-Franche-Comté,30.0,1,350.0,"58000 Nevers, France",11.7,,
appartement_nevers_p1_16,appartement,2 chambres appartement de 46m²,nevers,Bourgogne-Franche-Comté,46.0,2,550.0,"34 Rue Saint Etienne, 58000 Nevers, France",12.0,46.991347,3.163508
appartement_nevers_p1_17,appartement,1 chambre appartement de 43m²,nevers,Bourgogne-Franche-Comté,43.0,1,496.0,"58000 Nevers, France",11.5,,
appartement_nevers_p1_18,appartement,1 chambre appartement de 44m²,nevers,Bourgogne-Franche-Comté,44.0,1,515.0,"58000 Nevers, France",11.7,,
appartement_nevers_p1_19,appartement,1 chambre appartement de 28m²,nevers,Bourgogne-Franche-Comté,28.0,1,330.0,"58000 Nevers, France",11.8,,
appartement_nevers_p1_20,appartement,2 chambres appartement de 62m²,nevers,Bourgogne-Franche-Comté,62.0,2,720.0,"17 Rue Hanoteau, 58000 Nevers, France",11.6,46.992706,3.166937
